Date,Time,TrafficVolume
10/10/2019,12,663
10/10/2019,13,795
10/10/2019,14,763
10/10/2019,15,658
10/10/2019,16,646
10/10/2019,17,563
10/10/2019,18,634
10/10/2019,19,714
10/10/2019,20,627
10/10/2019,21,574
10/10/2019,22,476
10/10/2019,23,298
10/11/2019,0,167
10/11/2019,1,63
10/11/2019,2,21
10/11/2019,3,25
10/11/2019,4,44
10/11/2019,5,121
10/11/2019,6,197
10/11/2019,7,470
10/11/2019,8,593
10/11/2019,9,645
10/11/2019,10,623
10/11/2019,11,862
10/11/2019,12,728
10/11/2019,13,763
10/11/2019,14,768
10/11/2019,15,607
10/11/2019,16,798
10/11/2019,17,566
10/11/2019,18,588
10/11/2019,19,575
10/11/2019,20,676
10/11/2019,21,638
10/11/2019,22,502
10/11/2019,23,404
10/12/2019,0,287
10/12/2019,1,187
10/12/2019,2,94
10/12/2019,3,35
10/12/2019,4,39
10/12/2019,5,71
10/12/2019,6,134
10/12/2019,7,214
10/12/2019,8,353
10/12/2019,9,495
10/12/2019,10,571
10/12/2019,11,604
10/12/2019,12,657
10/12/2019,13,759
10/12/2019,14,688
10/12/2019,15,619
10/12/2019,16,719
10/12/2019,17,654
10/12/2019,18,619
10/12/2019,19,694
10/12/2019,20,636
10/12/2019,21,571
10/12/2019,22,514
10/12/2019,23,442
10/13/2019,0,330
10/13/2019,1,171
10/13/2019,2,94
10/13/2019,3,35
10/13/2019,4,41
10/13/2019,5,27
10/13/2019,6,66
10/13/2019,7,114
10/13/2019,8,258
10/13/2019,9,299
10/13/2019,10,362
10/13/2019,11,466
10/13/2019,12,405
10/13/2019,13,439
10/13/2019,14,441
10/13/2019,15,443
10/13/2019,16,525
10/13/2019,17,455
10/13/2019,18,512
10/13/2019,19,546
10/13/2019,20,514
10/13/2019,21,415
10/13/2019,22,284
10/13/2019,23,210
10/14/2019,0,115
10/14/2019,1,42
10/14/2019,2,36
10/14/2019,3,18
10/14/2019,4,39
10/14/2019,5,138
10/14/2019,6,214
10/14/2019,7,504
10/14/2019,8,579
10/14/2019,9,515
10/14/2019,10,544
10/14/2019,11,540
10/14/2019,12,558
10/14/2019,13,637
10/14/2019,14,619
10/14/2019,15,605
10/14/2019,16,616
10/14/2019,17,662
10/14/2019,18,610
10/14/2019,19,629
10/14/2019,20,585
10/14/2019,21,463
10/14/2019,22,299
10/14/2019,23,250
10/15/2019,0,122
10/15/2019,1,41
10/15/2019,2,31
10/15/2019,3,28
10/15/2019,4,54
10/15/2019,5,146
10/15/2019,6,252
10/15/2019,7,538
10/15/2019,8,660
10/15/2019,9,578
10/15/2019,10,598
10/15/2019,11,662
10/15/2019,12,756
10/15/2019,13,692
10/15/2019,14,600
10/15/2019,15,771
10/15/2019,16,616
10/15/2019,17,605
10/15/2019,18,601
10/15/2019,19,661
10/15/2019,20,652
10/15/2019,21,558
10/15/2019,22,433
10/15/2019,23,249
10/16/2019,0,171
10/16/2019,1,48
10/16/2019,2,24
10/16/2019,3,18
10/16/2019,4,47
10/16/2019,5,152
10/16/2019,6,224
10/16/2019,7,472
10/16/2019,8,584
10/16/2019,9,615
10/16/2019,10,620
10/16/2019,11,628
10/16/2019,12,672
10/16/2019,13,699
10/16/2019,14,665
10/16/2019,15,650
10/16/2019,16,764
10/16/2019,17,715
10/16/2019,18,669
10/16/2019,19,662
10/16/2019,20,625
10/16/2019,21,528
10/16/2019,22,453
10/16/2019,23,263
10/17/2019,0,150
10/17/2019,1,73
10/17/2019,2,38
10/17/2019,3,20
10/17/2019,4,51
10/17/2019,5,112
10/17/2019,6,210
10/17/2019,7,480
10/17/2019,8,553
10/17/2019,9,611
10/17/2019,10,670
10/17/2019,11,679
10/17/2019,12,679
10/17/2019,13,702
10/17/2019,14,547
10/17/2019,15,587
10/17/2019,16,671
10/17/2019,17,592
10/17/2019,18,612
10/17/2019,19,717
10/17/2019,20,768
10/17/2019,21,521
10/17/2019,22,443
10/17/2019,23,234
10/18/2019,0,121
10/18/2019,1,52
10/18/2019,2,35
10/18/2019,3,18
10/18/2019,4,58
10/18/2019,5,103
10/18/2019,6,200
10/18/2019,7,409
10/18/2019,8,530
10/18/2019,9,583
10/18/2019,10,599
10/18/2019,11,735
10/18/2019,12,748
10/18/2019,13,812
10/18/2019,14,788
10/18/2019,15,727
10/18/2019,16,794
10/18/2019,17,698
10/18/2019,18,614
10/18/2019,19,673
10/18/2019,20,588
10/18/2019,21,612
10/18/2019,22,496
10/18/2019,23,393
10/19/2019,0,323
10/19/2019,1,174
10/19/2019,2,72
10/19/2019,3,47
10/19/2019,4,35
10/19/2019,5,48
10/19/2019,6,108
10/19/2019,7,96
10/19/2019,8,0
10/19/2019,9,0
10/19/2019,10,0
10/19/2019,11,0
10/19/2019,12,0
10/19/2019,13,0
10/19/2019,14,0
10/19/2019,15,0
10/19/2019,16,0
10/19/2019,17,144
10/19/2019,18,593
10/19/2019,19,342
10/19/2019,20,379
10/19/2019,21,438
10/19/2019,22,394
10/19/2019,23,355
10/20/2019,0,434
10/20/2019,1,158
10/20/2019,2,99
10/20/2019,3,50
10/20/2019,4,32
10/20/2019,5,24
10/20/2019,6,58
10/20/2019,7,91
10/20/2019,8,232
10/20/2019,9,274
10/20/2019,10,366
10/20/2019,11,447
10/20/2019,12,378
10/20/2019,13,428
10/20/2019,14,441
10/20/2019,15,410
10/20/2019,16,454
10/20/2019,17,415
10/20/2019,18,453
10/20/2019,19,469
10/20/2019,20,436
10/20/2019,21,367
10/20/2019,22,282
10/20/2019,23,206
10/21/2019,0,110
10/21/2019,1,50
10/21/2019,2,18
10/21/2019,3,18
10/21/2019,4,39
10/21/2019,5,138
10/21/2019,6,231
10/21/2019,7,473
10/21/2019,8,539
10/21/2019,9,516
10/21/2019,10,507
10/21/2019,11,660
10/21/2019,12,745
10/21/2019,13,616
10/21/2019,14,829
10/21/2019,15,703
10/21/2019,16,673
10/21/2019,17,616
10/21/2019,18,685
10/21/2019,19,596
10/21/2019,20,573
10/21/2019,21,476
10/21/2019,22,353
10/21/2019,23,246
10/22/2019,0,127
10/22/2019,1,41
10/22/2019,2,36
10/22/2019,3,21
10/22/2019,4,60
10/22/2019,5,142
10/22/2019,6,210
10/22/2019,7,485
10/22/2019,8,552
10/22/2019,9,535
10/22/2019,10,566
10/22/2019,11,661
10/22/2019,12,672
10/22/2019,13,680
10/22/2019,14,706
10/22/2019,15,638
10/22/2019,16,645
10/22/2019,17,586
10/22/2019,18,637
10/22/2019,19,644
10/22/2019,20,608
10/22/2019,21,507
10/22/2019,22,378
10/22/2019,23,231
10/23/2019,0,155
10/23/2019,1,49
10/23/2019,2,16
10/23/2019,3,22
10/23/2019,4,47
10/23/2019,5,145
10/23/2019,6,219
10/23/2019,7,340
10/23/2019,8,603
10/23/2019,9,503
10/23/2019,10,530
10/23/2019,11,554
10/23/2019,12,651
10/23/2019,13,633
10/23/2019,14,625
10/23/2019,15,635
10/23/2019,16,642
10/23/2019,17,704
10/23/2019,18,699
10/23/2019,19,683
10/23/2019,20,601
10/23/2019,21,495
10/23/2019,22,410
10/23/2019,23,244
10/24/2019,0,160
10/24/2019,1,72
10/24/2019,2,27
10/24/2019,3,36
10/24/2019,4,52
10/24/2019,5,148
10/24/2019,6,215
10/24/2019,7,494
10/24/2019,8,539
10/24/2019,9,533
10/24/2019,10,516
10/24/2019,11,599
10/24/2019,12,606
10/24/2019,13,349
10/24/2019,14,445
10/24/2019,15,423
10/24/2019,16,408
10/24/2019,17,539
10/24/2019,18,635
10/24/2019,19,668
10/24/2019,20,598
10/24/2019,21,465
10/24/2019,22,458
10/24/2019,23,254
10/25/2019,0,162
10/25/2019,1,69
10/25/2019,2,35
10/25/2019,3,27
10/25/2019,4,49
10/25/2019,5,116
10/25/2019,6,209
10/25/2019,7,450
10/25/2019,8,565
10/25/2019,9,515
10/25/2019,10,605
10/25/2019,11,644
10/25/2019,12,666
10/25/2019,13,723
10/25/2019,14,628
10/25/2019,15,641
10/25/2019,16,503
10/25/2019,17,589
10/25/2019,18,654
10/25/2019,19,719
10/25/2019,20,632
10/25/2019,21,625
10/25/2019,22,540
10/25/2019,23,365
10/26/2019,0,256
10/26/2019,1,194
10/26/2019,2,107
10/26/2019,3,48
10/26/2019,4,42
10/26/2019,5,82
10/26/2019,6,122
10/26/2019,7,232
10/26/2019,8,358
10/26/2019,9,451
10/26/2019,10,550
10/26/2019,11,648
10/26/2019,12,697
10/26/2019,13,723
10/26/2019,14,702
10/26/2019,15,503
10/26/2019,16,714
10/26/2019,17,694
10/26/2019,18,724
10/26/2019,19,652
10/26/2019,20,492
10/26/2019,21,571
10/26/2019,22,500
10/26/2019,23,373
10/27/2019,0,320
10/27/2019,1,145
10/27/2019,2,89
10/27/2019,3,51
10/27/2019,4,40
10/27/2019,5,47
10/27/2019,6,94
10/27/2019,7,35
10/27/2019,8,41
10/27/2019,9,53
10/27/2019,10,157
10/27/2019,11,257
10/27/2019,12,288
10/27/2019,13,384
10/27/2019,14,378
10/27/2019,15,383
10/27/2019,16,382
10/27/2019,17,282
10/27/2019,18,348
10/27/2019,19,418
10/27/2019,20,441
10/27/2019,21,367
10/27/2019,22,267
10/27/2019,23,193
10/28/2019,0,113
10/28/2019,1,64
10/28/2019,2,31
10/28/2019,3,33
10/28/2019,4,31
10/28/2019,5,141
10/28/2019,6,234
10/28/2019,7,506
10/28/2019,8,596
10/28/2019,9,520
10/28/2019,10,592
10/28/2019,11,600
10/28/2019,12,731
10/28/2019,13,783
10/28/2019,14,745
10/28/2019,15,735
10/28/2019,16,701
10/28/2019,17,689
10/28/2019,18,716
10/28/2019,19,536
10/28/2019,20,557
10/28/2019,21,435
10/28/2019,22,363
10/28/2019,23,214
10/29/2019,0,117
10/29/2019,1,48
10/29/2019,2,35
10/29/2019,3,25
10/29/2019,4,50
10/29/2019,5,149
10/29/2019,6,215
10/29/2019,7,513
10/29/2019,8,623
10/29/2019,9,526
10/29/2019,10,674
10/29/2019,11,789
10/29/2019,12,729
10/29/2019,13,705
10/29/2019,14,764
10/29/2019,15,717
10/29/2019,16,754
10/29/2019,17,698
10/29/2019,18,736
10/29/2019,19,590
10/29/2019,20,595
10/29/2019,21,537
10/29/2019,22,405
10/29/2019,23,234
10/30/2019,0,158
10/30/2019,1,55
10/30/2019,2,41
10/30/2019,3,24
10/30/2019,4,56
10/30/2019,5,119
10/30/2019,6,227
10/30/2019,7,457
10/30/2019,8,665
10/30/2019,9,617
10/30/2019,10,658
10/30/2019,11,682
10/30/2019,12,725
10/30/2019,13,717
10/30/2019,14,734
10/30/2019,15,714
10/30/2019,16,702
10/30/2019,17,668
10/30/2019,18,779
10/30/2019,19,672
10/30/2019,20,653
10/30/2019,21,544
10/30/2019,22,467
10/30/2019,23,318
10/31/2019,0,167
10/31/2019,1,53
10/31/2019,2,42
10/31/2019,3,29
10/31/2019,4,58
10/31/2019,5,155
10/31/2019,6,220
10/31/2019,7,509
10/31/2019,8,575
10/31/2019,9,559
10/31/2019,10,559
10/31/2019,11,694
10/31/2019,12,741
10/31/2019,13,724
10/31/2019,14,668
10/31/2019,15,705
10/31/2019,16,682
10/31/2019,17,510
10/31/2019,18,707
10/31/2019,19,672
10/31/2019,20,655
10/31/2019,21,604
10/31/2019,22,499
10/31/2019,23,353
